timestamp,experiment,dataset,split,model,macro_f1,pr_auc,minority_recall,note
2026-06-29T10:25:40.803263+00:00,scan_lodo_unsw_to_ton_iot,NF-ToN-IoT-v3,lodo,MLP,0.5960160370963596,0.6723609607931157,0.26920866852733544,P6 scan; trained on NF-UNSW-NB15-v3; cap=1000000; fpr=0.0435
2026-06-29T10:25:43.510749+00:00,scan_lodo_unsw_to_cse_cic,NF-CSE-CIC-IDS2018-v3,lodo,MLP,0.4052409748359344,0.09313311777630001,0.029505483456820678,P6 scan; trained on NF-UNSW-NB15-v3; cap=1000000; fpr=0.2546
2026-06-29T10:29:02.795365+00:00,scan_lodo_ton_iot_to_unsw,NF-UNSW-NB15-v3,lodo,MLP,0.27233286737583956,0.03277097252185261,0.3428116258822222,P6 scan; trained on NF-ToN-IoT-v3; cap=1000000; fpr=0.6618
2026-06-29T10:29:06.120155+00:00,scan_lodo_ton_iot_to_cse_cic,NF-CSE-CIC-IDS2018-v3,lodo,MLP,0.4584753161091809,0.10512705112656232,0.3293090380361645,P6 scan; trained on NF-ToN-IoT-v3; cap=1000000; fpr=0.3545
2026-06-29T10:30:56.078148+00:00,scan_lodo_cse_cic_to_unsw,NF-UNSW-NB15-v3,lodo,MLP,0.4926038545024459,0.04616973043811681,0.037289517070188766,P6 scan; trained on NF-CSE-CIC-IDS2018-v3; cap=1000000; fpr=0.0516
2026-06-29T10:31:00.899042+00:00,scan_lodo_cse_cic_to_ton_iot,NF-ToN-IoT-v3,lodo,MLP,0.5000816613969425,0.5549515682693322,0.2797416269906419,P6 scan; trained on NF-CSE-CIC-IDS2018-v3; cap=1000000; fpr=0.2646
2026-06-29T10:31:08.845697+00:00,scan_lodo_unsw_to_ton_iot,NF-ToN-IoT-v3,lodo,LightGBM,0.6250966200817794,0.6137200995327539,0.2981935437530783,P6 scan; trained on NF-UNSW-NB15-v3; cap=1000000; fpr=0.0254
2026-06-29T10:31:11.024462+00:00,scan_lodo_unsw_to_cse_cic,NF-CSE-CIC-IDS2018-v3,lodo,LightGBM,0.693169714307966,0.3635755316762582,0.5675803183343904,P6 scan; trained on NF-UNSW-NB15-v3; cap=1000000; fpr=0.1183
2026-06-29T10:31:20.136440+00:00,scan_lodo_ton_iot_to_unsw,NF-UNSW-NB15-v3,lodo,LightGBM,0.47173127121697145,0.0340783800137987,0.002889798640312691,P6 scan; trained on NF-ToN-IoT-v3; cap=1000000; fpr=0.0615
2026-06-29T10:31:23.101436+00:00,scan_lodo_ton_iot_to_cse_cic,NF-CSE-CIC-IDS2018-v3,lodo,LightGBM,0.44369179205688863,0.09380217601694733,0.010804498136088725,P6 scan; trained on NF-ToN-IoT-v3; cap=1000000; fpr=0.1081
2026-06-29T10:31:33.036546+00:00,scan_lodo_cse_cic_to_unsw,NF-UNSW-NB15-v3,lodo,LightGBM,0.4153474189341253,0.0333770410077957,0.05223866772872941,P6 scan; trained on NF-CSE-CIC-IDS2018-v3; cap=1000000; fpr=0.2780
2026-06-29T10:31:35.274950+00:00,scan_lodo_cse_cic_to_ton_iot,NF-ToN-IoT-v3,lodo,LightGBM,0.46149221034049076,0.4582583054950473,0.12693677146609753,P6 scan; trained on NF-CSE-CIC-IDS2018-v3; cap=1000000; fpr=0.1095
